4.500000000000000000e+02,1.870000000000000000e+02,4.490000000000000000e+02,1.470000000000000000e+02,2.650000000000000000e+02,2.560000000000000000e+02,4.680000000000000000e+02,5.810000000000000000e+02,5.430000000000000000e+02,5.740000000000000000e+02
4.770000000000000000e+02,2.740000000000000000e+02,4.610000000000000000e+02,1.500000000000000000e+02,2.470000000000000000e+02,2.810000000000000000e+02,4.040000000000000000e+02,5.740000000000000000e+02,4.490000000000000000e+02,5.670000000000000000e+02
4.850000000000000000e+02,2.250000000000000000e+02,4.840000000000000000e+02,1.460000000000000000e+02,2.490000000000000000e+02,2.810000000000000000e+02,4.660000000000000000e+02,5.600000000000000000e+02,5.780000000000000000e+02,5.680000000000000000e+02
4.270000000000000000e+02,2.020000000000000000e+02,5.120000000000000000e+02,1.720000000000000000e+02,2.590000000000000000e+02,2.350000000000000000e+02,5.080000000000000000e+02,6.180000000000000000e+02,4.970000000000000000e+02,5.460000000000000000e+02
4.450000000000000000e+02,1.900000000000000000e+02,4.350000000000000000e+02,1.820000000000000000e+02,2.610000000000000000e+02,1.920000000000000000e+02,4.970000000000000000e+02,6.250000000000000000e+02,5.390000000000000000e+02,5.210000000000000000e+02
2.422000000000000000e+03,5.522000000000000000e+03,5.555000000000000000e+03,3.901000000000000000e+03,8.236000000000000000e+03,4.580000000000000000e+02,1.557000000000000000e+03,5.115000000000000000e+03,1.000300000000000000e+04,1.564000000000000000e+03
6.873000000000000000e+03,2.041000000000000000e+04,1.698800000000000000e+04,1.095300000000000000e+04,1.773500000000000000e+04,7.812000000000000000e+03,7.280000000000000000e+03,1.491400000000000000e+04,2.247300000000000000e+04,1.030900000000000000e+04
1.034200000000000000e+04,1.987600000000000000e+04,1.761200000000000000e+04,1.656400000000000000e+04,9.495000000000000000e+03,1.416400000000000000e+04,6.549000000000000000e+03,1.415800000000000000e+04,1.830700000000000000e+04,1.511100000000000000e+04
2.534000000000000000e+04,3.117400000000000000e+04,2.622300000000000000e+04,1.756100000000000000e+04,1.602400000000000000e+04,2.749100000000000000e+04,1.230700000000000000e+04,2.184900000000000000e+04,1.665000000000000000e+04,2.243200000000000000e+04
1.576900000000000000e+04,2.974000000000000000e+04,2.524400000000000000e+04,1.469700000000000000e+04,1.809300000000000000e+04,2.135300000000000000e+04,1.123900000000000000e+04,1.559000000000000000e+04,2.183300000000000000e+04,1.974600000000000000e+04
3.528100000000000000e+04,4.500400000000000000e+04,4.242100000000000000e+04,2.048400000000000000e+04,2.971900000000000000e+04,3.469200000000000000e+04,2.068400000000000000e+04,3.195300000000000000e+04,3.407700000000000000e+04,2.881800000000000000e+04
3.774200000000000000e+04,4.370900000000000000e+04,3.887400000000000000e+04,2.076400000000000000e+04,3.401400000000000000e+04,3.049500000000000000e+04,2.595600000000000000e+04,3.104500000000000000e+04,2.253800000000000000e+04,2.394900000000000000e+04
3.782400000000000000e+04,4.410100000000000000e+04,4.545800000000000000e+04,2.637800000000000000e+04,2.900200000000000000e+04,3.180000000000000000e+04,2.482000000000000000e+04,3.093200000000000000e+04,2.939400000000000000e+04,2.389600000000000000e+04
3.397300000000000000e+04,3.712900000000000000e+04,4.727900000000000000e+04,2.538700000000000000e+04,3.552000000000000000e+04,4.040600000000000000e+04,2.381600000000000000e+04,2.853900000000000000e+04,3.469500000000000000e+04,2.225600000000000000e+04
4.408900000000000000e+04,4.510100000000000000e+04,4.968900000000000000e+04,2.294800000000000000e+04,3.543200000000000000e+04,5.136300000000000000e+04,3.230600000000000000e+04,3.755000000000000000e+04,2.573800000000000000e+04,2.709300000000000000e+04
2.784200000000000000e+04,3.136500000000000000e+04,3.337500000000000000e+04,1.869200000000000000e+04,2.840400000000000000e+04,3.285400000000000000e+04,2.045500000000000000e+04,2.200500000000000000e+04,1.622600000000000000e+04,2.015100000000000000e+04
2.498600000000000000e+04,4.520200000000000000e+04,4.581000000000000000e+04,2.324900000000000000e+04,3.318000000000000000e+04,4.394300000000000000e+04,2.716800000000000000e+04,3.904900000000000000e+04,1.983300000000000000e+04,1.948600000000000000e+04
3.010500000000000000e+04,3.587200000000000000e+04,3.580200000000000000e+04,2.610300000000000000e+04,3.042100000000000000e+04,3.102500000000000000e+04,2.576300000000000000e+04,3.138100000000000000e+04,2.558400000000000000e+04,2.302900000000000000e+04
2.735800000000000000e+04,2.667100000000000000e+04,3.517200000000000000e+04,1.364200000000000000e+04,1.984500000000000000e+04,3.131900000000000000e+04,1.920700000000000000e+04,2.712900000000000000e+04,1.000400000000000000e+04,1.756200000000000000e+04
1.547600000000000000e+04,1.837400000000000000e+04,1.650800000000000000e+04,1.106000000000000000e+04,9.742000000000000000e+03,1.704400000000000000e+04,8.088000000000000000e+03,1.631700000000000000e+04,1.077000000000000000e+04,1.064300000000000000e+04
1.454200000000000000e+04,1.988300000000000000e+04,1.796600000000000000e+04,1.295800000000000000e+04,9.513000000000000000e+03,1.373700000000000000e+04,9.532000000000000000e+03,1.284000000000000000e+04,8.578000000000000000e+03,9.541000000000000000e+03
1.384700000000000000e+04,1.555200000000000000e+04,1.581400000000000000e+04,1.044500000000000000e+04,1.154300000000000000e+04,1.282100000000000000e+04,8.508000000000000000e+03,1.250600000000000000e+04,6.895000000000000000e+03,1.082700000000000000e+04
8.100000000000000000e+03,6.243000000000000000e+03,9.907000000000000000e+03,4.926000000000000000e+03,6.760000000000000000e+03,6.664000000000000000e+03,4.563000000000000000e+03,4.566000000000000000e+03,4.411000000000000000e+03,5.305000000000000000e+03
3.032000000000000000e+03,2.803000000000000000e+03,2.504000000000000000e+03,1.666000000000000000e+03,2.391000000000000000e+03,1.894000000000000000e+03,2.168000000000000000e+03,1.467000000000000000e+03,1.491000000000000000e+03,3.068000000000000000e+03
1.321000000000000000e+03,2.187000000000000000e+03,1.695000000000000000e+03,7.860000000000000000e+02,1.109000000000000000e+03,1.484000000000000000e+03,1.441000000000000000e+03,1.753000000000000000e+03,9.590000000000000000e+02,1.829000000000000000e+03
